mes,indice_coincidente_JP,empleo_total_EE,nómina_en_manufactura,exportaciones,importaciones,indice_de_actividad_económica_EU,registro_en_hoteles,horas_trabajadas_manufactura,ventas_al_detalle,generación_energía_eléctrica,ventas_de_cemento,indice_de_precios,indice_coincidente_de_turismo_JP,indice_coincidente_de_construcción_JP,registro_de_paradores,empleo_en_turismo,ventas_materiales_de_construcción,empleo_en_construcción,empleo_en_manufactura,indice_coincidente_de_manufactura_JP,consumo_de_gasolina,producción_de_cemento,indice_de_actividad_económica_BGF,valor_permisos_de_construcción
1996M11,-1.25936,20.65535,4769.67699,-284686.15038,61023.33076,-0.43890,7945.28068,185.65632,-21514.64942,-32.51783,-125.37078,0.01271,-0.29311,0.20426,241.15753,131.30434,N/A,155.76181,3552.15606,-2.40212,3.40805,-45.70161,0.66644,-5696.41579
1996M10,-1.55733,19.79545,4558.94995,-266971.12310,-39640.24147,-0.48586,4038.00777,204.52078,-12712.90304,54.96581,416.87346,0.01023,-1.11068,-0.07756,282.79980,33.83325,N/A,600.16053,2623.08332,-3.98733,4.88623,410.45526,0.48796,33853.01340
1996M09,-1.65587,1.76640,-48976.66952,-219581.77259,-183603.25212,-0.43349,-17001.65400,-1283.44282,-24765.22873,-159.05927,-476.94664,0.00637,-1.42836,-0.46243,-2503.56873,-987.97476,N/A,-401.47879,223.39986,-5.16964,1.45790,-604.74061,1.51256,10774.96330
1996M08,-0.15508,12.76703,720.59479,-22362.13702,-71702.14579,-0.48190,-675.85230,105.75650,-43.53528,1.00648,-9.04687,0.00442,-0.74638,0.54931,654.54685,-529.19236,N/A,885.54925,2658.06548,-0.24912,-2.47826,145.22786,2.84007,3502.50682
1996M07,-0.25503,71.19619,-14316.10303,-225990.56024,-62464.95039,-0.43121,404.39645,-209.88037,-31320.54037,-25.73617,17.96062,0.00619,-0.66494,0.85729,326.16076,-341.88463,N/A,686.95314,1434.03824,-0.62583,4.01232,-413.90271,2.77032,-11308.46624
1996M06,-0.45579,12.05259,-6110.61443,-159014.21357,-138393.14059,-0.38153,1094.08098,1.64664,-28590.96137,-36.58645,-221.43624,0.00826,-1.08423,2.36119,-609.31785,-441.11253,N/A,1113.43453,2429.25569,0.60022,1.89833,227.96827,0.80313,-13261.79314
1996M05,-0.25743,5.93442,-4125.68040,-302916.52455,-97692.70905,-0.43296,-1932.81306,45.33924,6084.72605,-14.74339,119.75035,0.00644,-1.10444,2.06064,-630.48232,-492.93441,N/A,1091.68979,2864.64432,0.92899,4.05152,132.22590,0.83827,-13487.82385
1996M04,-0.06003,4.93977,-4609.99479,-104280.69379,31921.41940,-0.58561,3667.69152,33.19909,-9425.73321,-16.60575,91.80990,0.00614,-1.22576,2.25527,238.77870,-444.40519,N/A,222.40667,2361.11187,0.76044,1.73562,-138.73404,0.77552,-1605.90604
1996M03,0.03635,4.56668,-705.21960,-98706.58455,-204380.92627,-0.63958,572.58684,52.22754,5659.35884,25.32783,-25.66902,0.00264,-1.24836,2.04469,-27.51858,-377.57601,N/A,1005.26452,440.54398,0.99454,0.47595,290.88287,0.81467,4874.51672
1996M02,0.13165,3.41315,3408.01872,-24623.25549,24458.83662,-0.49496,1174.83671,115.42565,13789.77290,63.15885,118.90148,0.00106,-1.07241,0.72849,-214.55977,-395.49457,N/A,88.94097,1594.80807,2.23123,2.82912,160.63511,0.75547,12538.61321
1996M01,-0.07421,3.07716,726.09918,-137221.00361,-78533.13225,-0.85184,-2669.59949,32.79410,19750.23601,22.18860,49.90945,-0.00243,-1.29807,0.00624,-210.73031,-230.20566,N/A,143.10589,4603.76816,2.97046,-0.42657,-129.29866,0.69769,1401.01465
1995M12,0.21872,-1.24336,3321.37449,-81298.93593,-89485.86192,-0.41032,888.22858,122.33267,4281.36878,26.91788,-194.95796,-0.00260,-0.92547,-0.52247,-130.91394,-379.75101,N/A,-575.57155,3083.27598,2.81216,-0.02889,136.83729,0.44108,65.25547
1995M11,0.11035,-1.85049,6886.19174,11793.89932,-5262.77548,-0.37046,-1059.70817,185.04089,8050.63947,29.04733,325.38604,-0.00477,-0.75476,-0.65808,-461.29280,-548.17059,N/A,-227.42326,2918.14771,2.35623,1.33196,-54.12176,-0.91461,-3979.24068
1995M10,0.30064,-4.14629,11270.87243,-12099.91877,-215147.60552,-0.33236,1370.55435,262.91733,11461.48327,14.47738,130.62970,-0.00533,-0.58607,-2.20102,-634.24801,-302.50142,N/A,-1104.77672,2440.17576,2.10256,-0.18933,34.39999,-1.16963,-16309.95069
1995M09,0.18950,-10.33284,-4206.31512,-62788.90210,-1149.04403,-0.19607,4279.98838,-108.04083,6607.27328,-43.59177,-620.14120,-0.00429,-0.51952,-3.65170,-2072.05714,-429.77631,N/A,-2561.95767,2152.13001,1.55101,-2.39404,-426.74051,-1.12423,-15794.62070
1995M08,0.47687,15.88786,6358.81048,72431.53077,167626.87708,-0.26168,11029.55559,149.16152,17618.29413,15.63997,-84.54193,-0.00425,-0.55523,-3.31052,1434.80715,-580.02572,N/A,-2870.28329,2169.76152,2.20143,0.64338,-194.22354,-0.37864,-8725.37105
1995M07,0.06266,-4.78615,6149.46305,-111589.55423,6007.13478,-0.42925,12402.18464,150.52034,16997.77948,14.87303,-320.78293,-0.00420,-0.49332,-3.77787,-830.51183,-348.27680,N/A,-3428.05102,2715.80474,1.35365,-0.61536,-150.63992,-0.83310,2755.79984
1995M06,-0.15318,-11.05693,2583.80737,69584.34995,90880.41262,-0.09886,11399.71906,87.03046,-6013.17293,12.10772,-95.07402,-0.00145,0.06610,-4.75408,-638.08183,-111.55223,N/A,-3696.53615,1561.97739,0.30749,0.01810,-251.76658,-1.18783,9297.56083
1995M05,-0.17075,-5.82652,1302.96075,111424.61140,219360.34778,-0.17056,7882.90671,26.68551,-6175.59654,5.14423,-167.72254,-0.00500,-0.07707,-4.53948,-904.36419,-72.87199,N/A,-3755.98751,1963.97621,0.46277,4.29832,-223.99733,-1.44305,13547.75956
1995M04,-0.09012,-6.89686,-10482.97943,31989.06127,134228.87623,-0.04442,4464.40747,-171.52153,31981.52160,-5.61733,-319.43508,-0.01024,0.17705,-4.43435,1129.18466,-111.25521,N/A,-3452.62542,1911.48591,1.01929,1.80720,-112.70806,-1.29898,-14906.02812
1995M03,0.38864,-4.26986,4480.07416,31668.67096,217949.24133,0.17949,1209.82041,81.40212,-14264.75788,-16.17692,-13.41696,-0.00769,0.42836,-4.23894,-436.18471,185.27954,N/A,-3804.64120,2907.17604,2.27685,4.52253,-180.29321,-1.15580,9066.16916
1995M02,0.56545,-4.14736,8285.28972,56088.16505,54823.65073,0.30111,3885.71014,142.45055,-2878.62115,-3.73442,-198.57100,-0.00764,0.47675,-3.85347,2111.06954,12.71457,N/A,-3767.19954,2765.70140,2.03525,1.24389,-83.42911,-0.71371,5729.73774
1995M01,0.64024,-6.03117,7372.80092,-32657.97623,160596.63035,0.42039,1130.63194,68.61722,1289.85571,-1.08962,-96.09996,-0.01099,0.42211,-3.47811,686.59261,-142.96927,N/A,-3458.43578,2486.69435,1.19427,1.71658,-102.02313,-0.57290,17615.59403
1994M12,0.71292,-7.92308,2129.67746,62411.29453,10047.28313,0.43725,-2924.88889,-0.10549,34458.61881,16.05776,28.29496,-0.00853,0.36432,-3.11301,417.51343,-180.79121,N/A,-3695.45618,-477.23408,0.65366,2.30883,-96.54237,-0.43353,6835.41022
1994M11,0.58341,-9.72483,5576.93217,54176.27679,123804.47279,0.25162,-3787.33578,63.27426,27391.60434,7.00797,112.31330,-0.01048,0.20326,-3.35831,-296.04438,-46.76938,N/A,-3332.34032,-196.49205,1.11319,0.47822,26.79330,-0.59577,6789.72258
1994M10,0.55162,-7.83809,6145.56144,11165.78839,-172186.01443,0.16344,1140.83042,89.74830,27296.48257,-7.53885,-161.54562,-0.01103,0.13881,-3.51409,880.23959,-89.92052,N/A,-3850.13927,-42.48404,0.97259,-0.97036,-43.25574,-0.55980,9676.51463
1994M09,0.31745,-6.66445,9406.51864,110445.22917,56254.65240,0.07262,7436.17807,161.30798,40758.71243,9.31740,41.41663,-0.00419,0.07085,-3.58044,1867.98802,55.73901,N/A,-3348.87837,-549.61302,0.43161,3.39525,111.39195,-0.52577,18068.71751
1994M08,-0.11920,11.99453,3397.70971,22500.91281,23917.63281,-0.02091,-4292.73327,61.94396,22719.54224,-9.22315,145.79977,-0.00204,-0.20075,-4.15741,1307.21680,-20.80649,N/A,-3745.55328,-1032.28160,-0.51002,0.97974,3.91939,-0.59385,18957.88770
1994M07,-0.45844,-8.86263,3538.96801,88988.30078,-82742.34772,-0.21722,-8892.40141,46.64565,20819.90580,-15.26042,-62.69683,-0.00109,-0.27611,-5.14500,464.92741,32.42688,N/A,-3799.13380,-1934.88820,-0.75257,0.03685,-64.50006,-0.66418,47505.44225
1994M06,-0.50036,-18.23751,556.10068,-5754.31905,-73237.74828,-0.11639,-8835.29104,-34.59800,31555.56163,2.20573,37.02508,-0.00315,0.04464,-6.34322,-206.28874,-24.57682,N/A,-4556.56082,-1319.82324,-0.99632,1.61316,100.34671,-0.83692,-2403.64807
1994M05,-0.44506,-14.43161,1780.88757,6308.65453,-62044.38951,-0.21851,-7110.79825,-52.79842,20698.10759,14.47558,-43.93577,-0.00321,0.06139,-6.25200,1545.05613,129.16619,N/A,-4493.74595,-1764.46221,-1.14151,-1.16858,3.67398,-0.81222,-1705.17904
1994M04,-0.49265,-14.14633,2361.10422,47982.86715,10148.47308,-0.32363,-3472.25093,-25.96678,31212.89804,3.74935,18.31909,-0.00607,0.07400,-5.97125,661.55144,152.63991,N/A,-4208.56561,-1624.17043,-1.38841,-0.41801,-76.23182,-1.29020,-13010.32790
1994M03,-0.54320,-15.28290,-1128.48756,19198.91574,-58920.93731,-0.33183,-54.92212,-101.11381,39196.12767,39.02719,27.28842,-0.00413,0.08236,-5.10082,960.97466,274.82732,N/A,-3804.86156,-2613.29961,-1.63727,0.56007,-70.76561,-1.47100,-14505.35871
1994M02,-0.69681,-15.74249,1614.85581,-14400.97297,-134716.47579,-0.64319,-387.05807,-104.25007,18693.75029,6.60920,-66.52910,-0.01009,-0.11365,-4.14051,3212.99816,329.71026,N/A,-3254.44309,-2156.18890,-1.58831,-0.91291,-73.10834,-1.55475,-10968.33518
1994M01,-0.65356,-15.72613,3197.88663,30599.27956,-141368.54281,-0.65777,44.09540,-79.38534,37641.41731,21.09518,-133.73506,-0.01265,-0.31416,-3.39009,1341.98689,348.26840,N/A,-2985.09011,-2511.15732,-1.94176,-1.18402,-0.30450,-1.44155,-17009.00906
1993M12,-0.71353,-12.53473,-448.65527,20531.86303,64879.50065,-0.77562,-217.70454,-166.52856,26666.63585,34.78489,63.86951,-0.01112,-0.51930,-2.84929,521.78104,270.47890,N/A,-1876.55744,-3530.50723,-2.19783,1.92887,75.03412,-1.43150,-13954.24749
1993M11,-0.77679,-13.76908,199.94528,-54486.26899,49189.38441,-0.89682,-3023.70107,-108.68810,35719.62264,24.27791,-61.41542,-0.00758,-0.72917,-2.31782,289.21039,254.31622,N/A,-2563.57686,-3302.52161,-2.15671,1.39835,-189.66958,-1.72469,-14238.68636
1993M10,-0.84341,-16.02988,-688.59312,56435.67866,-96235.66232,-0.92141,-4349.13568,-148.87103,37141.38861,17.17357,-151.39036,-0.00575,-0.84390,-2.39536,554.50074,266.75274,N/A,-1012.86568,-3953.45623,-1.41859,-0.17485,-136.90527,-1.42120,33200.84612
1993M09,-1.01345,-16.81771,2565.44663,-42292.07846,11957.21013,-1.04942,3077.77346,-68.08356,61001.66909,11.37100,-9.25533,-0.00341,-1.06360,-2.98158,916.97565,130.75887,N/A,-2131.12141,55.45866,-0.38361,1.96165,-76.61361,-1.62108,38053.53158
1993M08,-1.28697,-1.63303,767.78692,-37441.76022,-210372.40603,-1.08091,765.84175,-111.33079,19576.91283,10.16921,-63.90922,-0.00438,-1.28837,-2.87614,587.75438,94.30297,N/A,-1710.03375,405.02329,-0.45194,-0.56384,-231.52875,-1.62440,-14330.00449
1993M07,-1.36400,-24.77618,1394.13033,-53811.26019,-114998.01083,-1.01590,-1213.13917,-70.61726,6541.09787,2.46710,-90.45081,-0.00434,-1.51831,-1.87865,-67.85087,5.35238,N/A,-1583.27597,-319.96252,-0.52373,1.39477,-1.81062,-1.93118,-5255.33026
1993M06,-1.14460,-21.24749,807.17354,-79211.18303,48284.51893,-0.95441,-732.38356,-80.94667,7401.05121,12.16351,-70.17841,0.00030,-1.35350,-2.18872,-516.63242,-123.12628,N/A,-469.50814,-642.70209,-0.69910,0.95646,-155.81577,-1.64147,284.39670
1993M05,-1.12878,-12.84708,369.60247,-80641.71818,-142722.80622,-0.99645,-399.09633,-27.32218,488.54939,-8.64274,-488.78962,0.00074,-1.49402,-1.80594,19.51790,-185.16643,N/A,-639.37810,-683.39627,-0.97822,-3.42733,-392.09873,-1.35526,-10800.44066
1993M04,-1.11657,-11.17491,57.09681,-109746.44389,260965.65170,-0.94203,-1638.47672,-65.74631,27314.31180,4.34707,-31.38152,-0.00151,-1.53993,-1.02989,-107.98774,-169.80054,N/A,-6.53008,-1295.24094,-1.26120,-0.38987,83.21314,-1.17256,-3703.26155
1993M03,-1.20796,-13.13086,-1475.66661,-93935.31618,-447743.36809,-1.09114,-269.72091,-81.22137,26302.05411,1.23173,51.65261,-0.00257,-1.89128,-0.86011,-574.63730,-372.05966,N/A,103.39663,-1442.42671,-1.14817,0.90914,-33.01492,-1.29335,4311.89813
1993M02,-1.00297,-12.71471,-3715.01141,-127644.44426,-203156.13999,-0.84379,-7025.01242,-122.74917,9071.28120,-4.59001,-21.58028,-0.00211,-1.64812,-0.69617,-1153.11793,-523.97352,N/A,-59.23722,-1649.13421,-1.03926,-0.05621,-78.52915,-1.21762,-718.86894
1993M01,-1.00159,-10.62613,2104.75022,-17285.21251,-76817.48359,-0.79993,-2662.53271,10.66911,-247.70498,-22.11939,-230.67364,0.00024,-1.61047,-0.43759,-877.11234,-431.56899,N/A,239.92833,-1467.53292,-0.83457,-1.92394,-112.16738,-1.54534,-31330.90334
1992M12,-1.00379,-11.86471,20.33470,-132257.02044,-54785.65092,-0.95957,1499.59098,-11.96677,-6180.67250,-16.15764,-4.72076,0.00311,-1.77834,0.41606,-1141.69434,-364.86888,N/A,511.25370,-1668.77961,-1.23421,0.10520,-91.60609,-1.07647,2483.95989
1992M11,-1.00955,-8.42994,-990.55775,-127207.13413,-91938.30128,-0.92265,141.25196,-41.65713,-32325.38749,-52.10581,-362.61314,0.00448,-1.65173,1.06527,-800.23098,-379.89268,N/A,533.09745,-1963.01971,-1.43826,-3.19798,-459.34388,-0.81095,13174.92745
1992M10,-0.91885,-5.72124,-2994.22709,-84430.79922,89893.32877,-0.98915,3816.33194,-61.40219,-9995.56840,12.83518,88.75776,0.00245,-1.83063,2.51050,142.51950,-160.65707,N/A,1756.81421,-2044.38580,-1.44681,4.48381,-1.74285,-0.54873,1771.98690
1992M09,-1.03164,-4.53795,-3679.96562,63056.72024,283801.71206,-1.05902,357.71158,-94.20184,1020.31573,10.66481,128.70327,0.00163,-2.31502,3.25219,-896.49495,-552.17580,N/A,3060.75448,-2750.99528,-1.35993,-1.73055,161.90945,-0.78973,5303.12412
1992M08,-1.24787,-7.47937,-30.04255,-177886.18837,-36708.37221,-1.13220,-4041.75793,-9.05553,-16986.12699,-20.81754,-159.26596,0.00472,-2.40485,2.89078,-2446.42749,-585.46136,N/A,3200.25521,-2590.94982,-0.97769,-2.67505,-96.52765,-0.63390,-1014.98868
1992M07,-1.06749,-8.64475,-964.69869,72946.37581,77689.66535,-0.90865,-6425.22816,-15.96194,-15102.29633,7.28743,204.55971,0.00782,-1.90007,2.32668,-477.52437,-547.52199,N/A,3022.62974,-2691.32981,-0.70013,-0.61976,285.75176,-0.48115,-5396.92021
1992M06,-1.19043,-5.63332,794.82539,-87167.31379,54580.69735,-0.98827,-4421.81950,12.08027,-15806.46101,-7.22082,115.99118,0.00603,-1.90060,1.36028,-623.11295,-448.36143,N/A,2097.16670,-1778.19568,-0.52731,-0.20724,-56.54080,-0.53140,-14945.93133
1992M05,-1.31662,-9.44420,4255.29655,-78411.54660,8779.99697,-1.07101,1303.39726,54.07262,-31579.77321,-20.64290,-437.36226,0.00455,-2.20635,0.99194,-1176.51691,-537.97918,N/A,1941.13142,-2313.58710,-0.75925,-2.08661,-297.97339,-0.68457,7573.35871
1992M04,-1.24599,-10.77649,-983.52448,154.06054,4236.41623,-1.05677,-3668.61456,-26.98351,-36372.26313,-1.47934,-26.89219,0.00067,-2.11721,1.62203,-780.45513,-755.37127,N/A,1524.77303,-2482.52999,-1.19600,0.71828,-128.82304,-0.74057,1181.34602
1992M03,-1.47843,-8.82921,586.09020,37145.49581,-19116.26060,-1.14546,-5714.90172,12.91286,-27733.71732,1.46947,-63.48684,0.00371,-2.03305,1.35089,-131.73740,-450.52959,N/A,2688.32568,-2272.03246,-1.53759,-0.25390,-98.16473,-0.99930,-10214.23175
1992M02,-1.71385,-11.10132,-2474.12392,101653.74620,-85438.28194,-1.13698,-4492.48264,-67.23707,4576.35833,39.00316,54.66580,0.00086,-2.05376,0.47887,741.03250,-414.44021,N/A,1313.01178,-3188.08341,-1.88402,2.73802,334.53264,-1.86067,-5035.04607
1992M01,-1.95213,-11.59166,-5984.43588,99735.51211,14776.25131,-1.23123,-5100.33166,-120.43222,-8598.32809,-20.87866,90.87820,0.00142,-2.27915,-1.99372,-382.74818,-388.08572,N/A,1358.03298,-2801.65426,-1.73532,2.08528,-208.41902,-2.22456,-9731.88957
1991M12,-1.99314,-13.79905,-2733.09561,54460.70954,-268156.10253,-1.22807,-2484.38845,-4.67097,-59341.10378,-56.27666,-159.53758,0.00959,-2.30907,-3.76654,-197.88791,-379.44549,N/A,-2380.41922,-2289.69181,-1.39147,-1.97513,-177.55993,-2.69085,841.58394
1991M11,-1.73675,-13.82216,-5848.30689,77729.48494,-143194.89914,-1.12740,-641.55334,-97.95080,-38064.22961,-22.69137,-33.17018,0.00807,-2.04333,-3.33926,-264.99223,-373.49593,N/A,-1431.16377,-2245.12123,-1.55245,-0.55380,-119.32672,-3.05941,-9677.60423
1991M10,-1.48280,-14.25959,-2648.25240,73861.56455,-109098.62509,-0.92905,-7394.70747,-30.26913,-30646.50856,5.37713,97.99299,0.00676,-1.58173,-3.41151,-1014.16511,-190.21050,N/A,-1810.00125,-2806.85004,-1.51824,0.87290,30.13078,-4.03008,-13639.63929
1991M09,-1.43112,-14.80982,-2858.06969,92842.07482,-168319.66207,-0.83291,-8792.72704,-39.62263,-37465.44991,9.52891,-161.53522,0.00746,-1.22403,-2.88289,-615.70852,46.44022,N/A,-1689.72123,-2643.76844,-1.78878,0.13270,-167.79859,-3.80266,-11147.33176
1991M08,-1.48152,-15.27123,-4096.87587,27754.57232,-136495.54993,-0.93880,-4915.43119,-49.00774,-40557.32648,9.56402,-127.64274,0.00688,-1.27000,-2.35298,-818.71658,164.48712,N/A,-1374.09929,-3560.74495,-2.16403,1.50650,81.63170,-3.07695,-6286.58691
1991M07,-1.53381,-12.54208,-4266.76603,43599.89719,-38592.52978,-0.84656,-1100.57122,-84.42058,-34203.12199,-0.11756,-61.01621,0.00381,-1.41941,-2.32134,-2024.87865,-18.03929,N/A,-1013.89796,-3596.62771,-2.44391,1.15468,-189.19758,-1.85271,-14146.32402
1991M06,-1.38779,-9.22050,-6151.80360,188782.67547,-53122.78952,-0.75604,923.13951,-91.85692,-38708.50721,-14.21594,-215.84132,0.00935,-1.37200,-1.08752,8.32220,-80.10974,N/A,-988.86920,-4096.23737,-2.62835,-2.97754,-121.16919,-1.42966,20248.98615
1991M05,-1.54325,-14.80455,-8248.01913,73392.19674,23746.78074,-0.86706,-2302.00389,-161.31186,-22809.88904,-7.13122,-27.00328,0.01010,-1.52750,-0.35102,-695.78146,-71.69484,N/A,-827.75712,-4304.36686,-2.71723,1.19682,97.42470,-1.40752,-5764.41800
1991M04,-1.49995,-13.99219,-4627.39567,137664.29396,-83212.29922,-0.87943,-1692.71341,-104.77978,-22995.37564,-2.56339,207.71436,0.00796,-1.68564,-0.21137,-283.85713,-143.76457,N/A,-103.29822,-4975.77746,-2.71043,1.57817,151.25722,-1.48599,2541.44569
1991M03,-1.75766,-15.58129,-4580.85266,40374.23375,8803.30714,-0.89298,-1489.68329,-125.25384,-28188.89923,-33.31239,-262.67172,0.00204,-2.04613,-1.36808,826.63307,-482.28837,N/A,-1126.22259,-4468.19726,-2.80781,-2.80496,-92.83661,-1.46479,9799.20383
1991M02,-1.61612,-11.26959,-6357.27380,51181.22054,26104.57846,-0.70751,-11312.59470,-99.72637,-55793.21454,-29.57813,-141.84646,0.00893,-1.60868,-1.22064,-1132.97079,-582.23456,N/A,-766.25954,-3335.31597,-2.60920,-1.49964,-36.52702,-1.04358,-18756.63654
1991M01,-1.17508,-9.55473,-12694.50746,93792.14722,40592.42542,-0.52282,-12498.11732,-240.18876,-66123.85884,-9.06028,-21.19278,0.01382,-1.07296,-0.06857,-1095.33505,-148.56774,N/A,-907.12969,-2893.78879,-2.21441,-0.08947,7.49825,-0.12205,14379.05598
1990M12,-0.63426,-3.63426,-8418.35298,123709.51175,54479.55730,-0.13870,2694.16645,-121.63161,-78530.93888,-31.25826,-185.39250,0.01923,-0.33866,0.78866,-16.61726,-49.24802,N/A,-120.54774,-1714.24520,-1.62324,-2.45162,-109.98187,0.10015,33789.25753
1990M11,-0.19337,-1.70563,-5720.51170,195356.08841,12554.37016,0.04505,5578.77065,-56.04366,-55259.05117,16.12856,453.57275,0.01885,-0.30542,1.05155,544.83344,-41.23437,N/A,184.77860,-997.29237,-0.83545,0.24523,117.75971,0.52334,-9518.96671
1990M10,0.34788,0.33370,-10212.62005,125388.69691,198052.83967,0.42864,-1458.81146,-91.41272,-60941.18632,4.10106,-103.67728,0.02208,-0.07293,1.32060,-235.03193,-188.48536,N/A,171.14257,867.47578,-0.45082,-0.68136,-207.73955,0.64787,-28138.71226
1990M09,1.08978,4.18631,-3407.27029,46249.64960,110983.84468,0.91229,657.87034,-1.72619,-40323.90851,8.15999,-49.72629,0.01602,0.55917,2.49633,-290.26658,-228.95927,N/A,817.83597,-316.52698,0.03090,-2.36034,107.32284,1.17406,-5503.80121
1990M08,1.53262,10.95476,-1438.97589,132636.29130,166811.73580,1.09620,-3781.72250,-14.97073,-3521.31173,24.70609,285.84278,0.00607,0.79122,2.87921,-1385.92188,-100.61290,N/A,882.14927,135.10642,0.40997,0.79650,247.92533,1.50224,18014.66148
1990M07,1.67668,22.64160,1102.77597,39255.60999,12407.00732,1.28057,-1228.13359,70.86699,-2390.17882,5.44001,94.44741,0.00603,1.12356,3.26971,175.65301,-128.40129,N/A,1004.36664,745.78551,0.58662,-1.28017,195.01850,1.83272,15826.51331
1990M06,1.62223,16.04926,1411.50921,61731.57021,156248.86638,1.36560,1110.12265,88.80043,1448.73457,6.16221,82.80284,0.00679,1.55650,3.66828,343.21965,-113.27872,N/A,1767.76545,1069.91876,0.36110,0.62658,321.72687,2.06582,13905.85277
1990M05,1.66952,12.48004,305.73925,147488.83361,151325.42441,1.35145,-181.45874,33.84250,126.69121,18.87313,184.42360,0.00335,1.69039,3.47534,614.53823,30.80154,N/A,1869.61531,1540.90889,0.63366,1.59691,293.49679,2.20183,1847.35627
1990M04,1.81879,12.93608,-8115.02939,9864.58551,113250.58720,1.33831,56.60872,-105.99458,10206.94269,-12.82684,103.52358,-0.00117,1.72553,4.09129,186.66630,105.88708,N/A,1376.17219,2470.15036,0.90452,0.76890,171.14536,2.34101,8739.49288
1990M03,2.07029,15.81943,1017.70547,37457.87319,200543.09291,1.42633,1529.81290,80.30115,11557.73965,-1.63749,175.31526,0.00280,1.86221,4.71648,14.45665,99.02527,N/A,2228.67765,2507.02575,1.57392,2.18284,370.10093,2.68362,-1111.98258
1990M02,2.02422,15.63206,3792.50859,316338.66783,238964.80584,1.31567,3653.64126,175.74247,13344.25394,-1.55847,168.81028,0.00397,1.60072,4.05126,-128.63934,82.26265,N/A,2755.36260,2764.89858,1.64209,0.56788,309.26325,3.32992,11138.01731
1990M01,1.78079,14.37580,310.93691,167412.65158,171145.04292,1.00646,2354.56943,32.34153,33079.56825,22.01056,348.01897,0.00175,1.34134,3.79592,-109.67042,81.64500,N/A,2996.44079,1319.11301,2.10923,2.35797,278.56151,3.48011,1608.18851
1989M12,1.74017,7.75237,5130.51810,127760.06569,320253.27718,1.19883,3047.04485,183.10915,46158.66230,37.66996,207.85034,-0.00217,1.48431,3.75072,165.71564,139.21746,N/A,3115.10467,4406.99188,2.97555,2.97472,93.30187,3.13439,2365.74107
1989M11,1.20255,12.76336,9494.77741,-25312.14032,178843.66111,1.09290,5187.49681,250.05587,58445.26056,14.11992,442.31072,-0.00800,1.32988,3.71591,304.47194,41.02454,N/A,3687.52362,4611.84786,2.74124,3.15307,216.75621,0.99292,24345.47260
1989M10,0.96807,10.71032,6251.20053,34419.99722,200881.87610,0.98879,1093.33108,177.19083,35605.73135,-37.23966,24.30482,-0.00593,1.47830,2.29170,227.75030,50.10969,N/A,3171.84293,3722.95959,2.40645,0.88984,10.19725,0.55586,-8654.43752
1989M09,1.13689,12.39470,3921.19988,11033.63733,-137177.77642,1.08659,-6313.08661,159.52125,4056.99201,-209.00900,-580.96605,-0.00957,1.82978,2.37825,404.70017,552.51602,N/A,2068.17946,4438.57015,2.57132,0.76693,-465.94782,0.72333,-24621.89776
1989M08,1.90914,14.31785,5468.13964,69671.67343,116593.45497,1.18641,498.60106,168.05298,42379.68516,6.21198,-59.30076,-0.00821,2.08455,3.97574,-230.23074,423.28628,N/A,2848.62562,5347.89387,2.53597,1.22166,-87.01946,2.49547,-13062.44984
1989M07,1.78497,28.48105,3424.35372,108616.91379,162406.38014,0.88832,2004.80009,101.79062,38408.42210,2.92498,-147.49370,-0.00735,1.84279,4.68431,583.30215,541.45894,N/A,3225.25782,4876.11086,2.40051,-0.28991,-75.91944,2.97240,-5263.34546
1989M06,1.86448,22.88545,2145.13388,24339.62911,246261.90934,1.09242,547.91266,172.73748,2796.48713,20.13162,72.86118,0.00430,2.10469,4.80407,301.24521,501.06920,N/A,3934.13052,5248.35993,2.56501,-1.43172,334.30459,3.25422,2796.76445
1989M05,2.04779,21.73198,1188.74541,90831.25198,151929.69968,1.09876,2967.32547,154.89612,21253.86820,28.63353,38.17107,0.00263,2.07043,5.33510,527.24028,506.14809,N/A,4501.27327,5187.74231,2.62955,-0.72693,-49.53184,3.14103,9108.46957
1989M04,2.23497,21.62141,5547.43707,43703.02721,20621.50808,1.40742,-157.57901,213.26771,14196.53168,20.23218,39.34264,-0.00144,2.54015,5.37744,211.92691,354.72278,N/A,4808.68529,5099.31869,2.59416,-0.95770,-494.32699,2.83287,12974.83801
1989M03,2.22611,22.05433,6130.44846,45832.49872,325582.91920,1.41845,1678.55880,190.85226,30862.27992,23.92880,-9.01780,-0.00192,2.81400,5.03108,1061.84056,673.81652,N/A,4170.33104,4839.10975,2.25887,1.43195,-111.16566,2.62978,-1566.13240
1989M02,2.12125,21.83116,4379.97635,-227.12676,83961.35855,1.43188,4135.09970,145.64814,41833.80576,27.52448,-7.60419,-0.00231,2.99209,5.69599,1571.41506,752.44983,N/A,4179.13791,4122.09683,1.22367,0.61505,-60.17010,2.93178,-8356.04396
1989M01,2.02045,22.15216,2629.17023,-136353.99617,-195133.26056,1.54776,7996.39151,86.65222,26159.56389,16.12012,30.78957,-0.00102,3.17452,4.67208,1751.17605,780.63804,N/A,4545.00107,2489.22393,0.38856,1.15496,582.25677,2.83885,4739.11313
